Time (hr),Latitude,Longitude
12.743464275941884,-24.133921531688106,-60.84807938359384
12.839470746178174,-24.36415037422794,-64.43822239664365
12.932936397475139,-24.569076047178118,-68.05609476838995
13.023871944422226,-24.745944153119034,-71.70440540776544
13.112292540271657,-24.89175334765009,-75.38586183623752
13.198217750354459,-25.00324600563943,-79.10313636655425
13.281671517756237,-25.07690175775789,-82.85882818837388
13.36268212131285,-25.108934863851417,-86.65542171836901
13.441282125999745,-25.09529653420223,-90.49524186382423
13.517508325801911,-25.031683445423457,-94.38040719635578
13.591401679164724,-24.913553812658222,-98.31278242663936
13.663007237138928,-24.736152459248938,-102.29393199282636
13.732374064345768,-24.49454635224665,-106.32507699418932
13.79955515290099,-24.18367202898764,-110.40705807484761
13.86460732944865,-23.79839620875533,-114.54030713654421
13.92759115546787,-23.33359064887729,-118.72483087325817
13.988570821027439,-22.784221955680092,-122.96020901192588
14.0476140321746,-22.145456593501187,-127.24560975918975
14.104791892155658,-21.4127807538046,-131.57982426018168
14.160178776676705,-20.58213406475977,-135.96132086934992
14.21385220342337,-19.650055361149168,-140.38831875260314
14.265892696068452,-18.61383792316995,-144.85887886499987
14.316383643006052,-17.471690761888524,-149.3710087976102
14.36541115105996,-16.222901710326898,-153.92277650477473
14.413063894423066,-14.867997302143536,-158.51242665705172
14.45943295909267,-13.408893712579223,-163.13849244479422
14.504611683074694,-11.84903242745055,-167.79989517130906
14.548695492637108,-10.19349382947214,-172.49602395810555
14.591781734899834,-8.449081591430158,-177.22678831868961
14.633969507054807,-6.624370700850133,178.0073628193661
14.675359482515832,-4.729712181984682,173.2054609310792
14.716053734303214,-2.7771882060596513,168.36608046167197
14.756155555972985,-0.780512362315698,163.48744647108856
14.795769280404917,1.2451285478230565,158.56758785665977
14.835000096767192,3.283292717568456,153.60453450582565
14.873953865978855,5.316560460763417,148.59655413038718
14.912736934993806,7.3268661584833294,143.54242135947322
14.951455950232077,9.295877627415043,138.44170787000996
14.990217670485801,11.20541209225886,133.29507802058004
15.029128779628008,13.037874603598988,128.10456998610294
15.068295699452843,14.77670171162806,122.87383843660467
15.107824402975595,16.40679076308145,117.60833233486858
15.147820228520008,17.91489366994779,112.3153815927509
15.188387694919074,19.289953789944885,107.00417018241694
15.229630318153482,20.52336604665416,101.68558143483142
15.27165042974941,21.609143886995604,96.3719133980569
15.314548997254258,22.543982172445734,91.0764768921972
15.358425447105262,23.327212310216577,85.81310388446173
15.40337749020173,23.96065411898826,80.59560608064504
15.449500950486934,24.448377023332732,75.43723051343187
15.496889596840354,24.796389993506324,70.35015882139541
15.545634978575173,25.012284173161724,65.3450898932972
15.595826264829713,25.104853777397093,60.43093324751368
15.647550088134437,25.0837195746524,55.6146256387286
15.700890392429063,24.958975597570646,50.90106887417949
15.75592828579637,24.740874522581628,46.29317505869582
15.812741898171064,24.439561386642016,41.79199781366461
15.871406244273306,24.064859829063035,37.39692466405549
15.93199309200743,23.62611045849774,33.10590613338462
15.994570836556626,23.132057554184648,28.915700036049003
16.05920438039456,22.59077815908873,24.822113826788467
16.125955019424396,22.009646570081035,20.820232646712128
16.194880335444914,21.39532703948164,16.90462517806222
16.266034095132508,20.753787911002625,13.06952317629461
16.33946615571614,20.09033118217886,9.308973431280663
16.415222377510837,19.409632422906906,5.616962936291742
16.493344543463106,18.715786947725917,1.9875193291924518
16.573870285849445,18.012359049317652,-1.585210629736281
16.65683302025654,17.30243190340828,-5.106901507371049
16.742261886958985,16.588656430623242,-8.583005557447223
16.83018169979734,15.873297947661097,-12.01872217132211
16.920612902646187,15.158279868343545,-15.418977895991304
17.01357153354868,14.445224040136125,-18.788414830284182
17.109069196580325,13.735487540858788,-22.131385546851988
17.20711304149151,13.030195930282542,-25.45195300369687
17.30770575116441,12.330273067199776,-28.753894192698453
17.410845536906294,11.63646767722385,-32.04070651912673
17.5165261415875,10.949376900580887,-35.315616115219655
17.62473685061859,10.269467070940095,-38.58158746488556
17.73546251074733,9.597091982453609,-41.84133385911642
17.8486835566427,8.932508897646484,-45.09732831694487
17.964376045219094,8.275892537356714,-48.35181469888579
18.08251169764065,7.627347278304572,-51.606818812671236
18.20305794893193,6.986917766043647,-54.86415936814481
18.32597800510794,6.354598132376991,-58.12545868244277
18.4512309077233,5.730339987751016,-61.39215307055835
18.578771605727265,5.114059341271058,-64.66550288216796
18.708551034498605,4.5056425841901255,-67.94660216492369
18.840516201921556,3.904951657210717,-71.23638794866335
18.974610281352067,3.311828507797625,-74.53564915530967
19.110772711311018,2.7260989309380315,-77.84503514648435
19.248939301729624,2.1475758753607272,-81.16506392579917
19.389042346560633,1.5760622870663334,-84.4961300159408
19.53101074255775,1.0113535530322528,-87.83851203249328
19.674770114014873,0.453239600043211,-91.19237997727053
19.820242943246384,-0.09849330334723619,-94.55780227405275
19.96734870657947,-0.6440609997872646,-97.93475256920586
20.116004015620042,-1.1836801143867213,-101.32311631890998
20.26612276354431,-1.7175669122222266,-104.72269718371376
20.41761627615938,-2.2459363140318733,-108.13322324998462
20.570393467467948,-2.7690010454906075,-111.55435309660115
20.724360999464093,-3.2869708984268664,-114.98568172397157
20.87942344587985,-3.800052084890567,-118.42674636121734
21.03548345959531,-4.308446667161405,-121.87703216614793
21.192441943418505,-4.8123520486388855,-125.33597783149013
21.350198223935646,-5.311960512117574,-128.8029811097423
21.50865022812644,-5.807458793257985,-132.27740426799355
21.66769466243484,-6.299027678141438,-135.7585794831031
21.82722719398108,-6.786841614670682,-139.24581418676055
21.987142633596985,-7.271068328266117,-142.73839636914383
22.147335120363493,-7.751868432828855,-146.23559984916406
22.307698307326714,-8.22939502830806,-149.73668951862328
22.468125548066613,-8.703793276433052,-153.24092656700276
22.62851008379106,-9.175199946258948,-156.74757369304723
22.788745230627033,-9.643742921134633,-160.2559003087994
22.948724566780367,-10.109540658537759,-163.76518774126066
23.10834211923579,-10.572701593935422,-167.27473443639764
23.26749254966955,-11.033323479423037,-170.78386116975992
23.426071339248658,-11.491492647366687,-174.2919162675219
23.583974971992422,-11.947283188624201,-177.79828084127433
23.74110111637466,-12.400756034144669,178.69762596064243
23.89734880484799,-12.851957927841108,175.19634168307073
24.05261861097516,-13.300920277593416,171.6983552737505
24.20681282385686,-13.747657870062712,168.2041017721681
24.35983561954983,-14.192167433679732,164.71395697790808
24.51159322917459,-14.63442603270637,161.22823210011245
24.66199410341794,-15.07438927365722,157.74716839115888
24.81094907314157,-15.51198930360708,154.27093176952656
24.958371505815023,-15.947132578004124,150.79960743908111
25.104177457498572,-16.379697373564877,147.33319451478354
25.248285820109434,-16.809531019659147,143.8716006681904
25.390618463712915,-17.236446819324698,140.414636810211
25.531100373588842,-17.66022062871568,136.96201183351786
25.669659781832895,-18.08058706143625,133.51332744294177
25.80622829326187,-18.497235281908438,130.06807310927923
25.940741005402103,-18.90980434976518,126.62562119037193
26.073136622350447,-19.317878075369247,123.18522227329566
26.203357562308103,-19.72097934510034,119.74600080320084
26.33135005859868,-20.11856387423676,116.30695107799426
26.457064253993224,-20.510013345354334,112.86693370383654
26.580454288176696,-20.894627891517075,109.42467262450009
26.701478378202598,-21.27161788656639,105.97875285809937
26.820098891794437,-21.640095010055823,102.52761909759965
26.93628241336551,-21.999062562468275,99.06957535668676
27.04999980264124,-22.347405018065665,95.60278586974425
27.16122624578106,-22.68387681896939,92.12527748323203
27.269941298910382,-23.00709043591972,88.63494380473651
27.376128923986066,-23.31550374982408,85.1295514039191
27.479777516932593,-23.607406845022542,81.6067483844813
27.58087992799958,-23.88090835161571,78.06407566526866
27.67943347430485,-24.13392153168809,74.49898131809204
27.775439944541144,-24.364150374227933,70.90883830504211
27.8689055958381,-24.56907604717811,67.29096593329592
27.95984114278519,-24.745944153119023,63.64265529392051
28.048261738634626,-24.891753347650095,59.96119886544824
28.134186948717424,-25.003246005639426,56.24392433513157
28.217640716119202,-25.07690175775789,52.48823251331197
28.298651319675812,-25.108934863851413,48.69163898331692
28.377251324362717,-25.095296534202223,44.851818837861515
28.45347752416488,-25.031683445423447,40.966653505329845
28.52737087752769,-24.91355381265822,37.03427827504643
28.598976435501893,-24.736152459248945,33.05312870885953
28.66834326270874,-24.49454635224666,29.021983707496418
28.73552435126396,-24.183672028987644,24.940002626838037
28.800576527811614,-23.798396208755342,20.806753565141747
28.863560353830835,-23.333590648877305,16.62222982842775
28.924540019390406,-22.784221955680096,12.38685168975988
28.983583230537572,-22.14545659350121,8.101450942496058
29.04076109051863,-21.41278075380464,3.767236441504167
29.096147975039674,-20.58213406475979,-0.6142601676641277
29.149821401786337,-19.65005536114917,-5.041258050917321
29.20186189443142,-18.613837923169967,-9.511818163314075
29.252352841369017,-17.471690761888585,-14.023948095924197
29.30138034942293,-16.222901710326905,-18.57571580308897
29.34903309278604,-14.867997302143522,-23.165365955366042
29.39540215745564,-13.408893712579236,-27.791431743108433
29.440580881437665,-11.849032427450606,-32.452834469623184
29.484664691000084,-10.193493829472153,-37.14896325641985
29.527750933262805,-8.4490815914302,-41.87972761700371
29.569938705417776,-6.624370700850227,-46.64557647894793
29.6113286808788,-4.72971218198474,-51.44747836723491
29.65202293266618,-2.7771882060596744,-56.286858836642125
29.692124754335953,-0.7805123623157585,-61.16549282722549
29.731738478767884,1.245128547822953,-66.08535144165425
29.770969295130158,3.283292717568445,-71.04840479248854
29.809923064341827,5.316560460763403,-76.05638516792713
29.84870613335677,7.326866158483309,-81.11051793884091
29.887425148595042,9.295877627414956,-86.21123142830398
29.926186868848774,11.205412092258845,-91.35786127773427
29.965097977990983,13.037874603599006,-96.54836931221146
30.004264897815816,14.776701711628053,-101.77910086170952
30.04379360133856,16.40679076308141,-107.04460696344547
30.083789426882976,17.914893669947784,-112.33755770556333
30.124356893282044,19.2899537899449,-117.64876911589738
30.16559951651645,20.523366046654107,-122.96735786348258
30.20761962811238,21.609143886995575,-128.28102590025708
30.250518195617232,22.543982172445727,-133.576462406117
30.29439464546823,23.32721231021659,-138.83983541385254
30.339346688564696,23.96065411898823,-144.0573332176689
30.385470148849908,24.44837702333273,-149.21570878488237
30.432858795203323,24.796389993506317,-154.30278047691883
30.48160417693814,25.012284173161724,-159.30784940501684
30.531795463192683,25.104853777397093,-164.22200605080042
30.583519286497406,25.083719574652402,-169.03831365958555
30.63685959079203,24.958975597570646,-173.7518704241348
30.691897484159337,24.740874522581645,-178.3597642396182
30.74871109653403,24.439561386642023,177.13905851535048
30.80737544263628,24.064859829063053,172.7439853657412
30.8679622903704,23.626110458497735,168.45296683507036
30.930540034919588,23.132057554184666,164.262760737735
30.99517357875753,22.59077815908875,160.1691745284743
31.061924217787364,22.009646570081035,156.1672933483979
31.130849533807883,21.395327039481607,152.2516858797478
31.202003293495473,20.75378791100265,148.4165838779806
31.275435354079107,20.090331182178865,144.65603413296645
31.351191575873806,19.40963242290692,140.96402363797762
31.429313741826068,18.71578694772595,137.33458003087844
31.50983948421241,18.012359049317684,133.76185007194965
31.592802218619507,17.30243190340828,130.24015919431474
31.67823108532196,16.588656430623228,126.76405514423845
31.766150898160305,15.873297947661131,123.3283385303638
31.856582101009156,15.15827986834357,119.92808280569449
31.94954073191165,14.445224040136125,116.55864587140161
32.0450383949433,13.735487540858786,113.21567515483372
32.14308223985448,13.03019593028257,109.89510769798903
32.243674949527374,12.330273067199789,106.5931665089874
32.34681473526926,11.636467677223854,103.306354182559
32.45249533995048,10.949376900580862,100.03144458646597
32.56070604898156,10.269467070940134,96.76547323680029
32.671431709110294,9.597091982453602,93.50572684256929
32.78465275500567,8.93250889764649,90.24973238474087
32.90034524358206,8.275892537356743,86.99524600280006
33.018480896003624,7.627347278304575,83.74024188901456
33.1390271472949,6.986917766043644,80.48290133354101
33.26194720347091,6.354598132376996,77.22160201924305
33.38720010608626,5.730339987751044,73.95490763112761
33.51474080409024,5.114059341271053,70.6815578195177
33.64452023286157,4.505642584190123,67.40045853676213
33.77648540028453,3.9049516572107255,64.11067275302241
33.91057947971503,3.3118285077976517,60.811411546376235
34.04674190967398,2.726098930938026,57.50202555520141
34.1849085000926,2.1475758753607326,54.181996775886546
34.32501154492359,1.5760622870663605,50.850930685745084
34.46697994092071,1.011353553032282,47.508548669192635
34.610739312377845,0.45323960004321684,44.15468072441524
34.75621214160935,-0.09849330334722889,40.789258427633
34.90331790494243,-0.6440609997872366,37.41230813248012
35.05197321398301,-1.1836801143867153,34.02394438277577
35.20209196190728,-1.717566912222221,30.624363517972057
35.35358547452235,-2.245936314031867,27.213837451701153
35.506362665830906,-2.769001045490581,23.792707605084814
35.66033019782706,-3.2869708984268717,20.361378977714253
35.81539264424282,-3.80005208489056,16.920314340468423
35.971452657958274,-4.308446667161398,13.470028535537864
36.12841114178147,-4.81235204863886,10.011082870195821
36.28616742229862,-5.31196051211757,6.544079591943529
36.44461942648941,-5.80745879325798,3.0696564336921597
36.6036638607978,-6.299027678141412,-0.4115187814170156
36.76319639234405,-6.786841614670677,-3.8987534850747636
36.92311183195995,-7.271068328266121,-7.391335667458037
37.083304318726455,-7.751868432828852,-10.888539147478212
37.24366750568968,-8.229395028308035,-14.389628816937403
37.404094746429585,-8.703793276433045,-17.893865865317053
37.56447928215403,-9.17519994625894,-21.40051299136141
37.72471442899,-9.643742921134626,-24.90883960711352
37.884693765143325,-10.109540658537732,-28.418127039574756
38.04431131759875,-10.572701593935417,-31.927673734711732
38.20346174803252,-11.033323479423041,-35.436800468074125
38.362040537611634,-11.491492647366682,-38.944855565836264
38.51994417035538,-11.947283188624175,-42.451220139588344
38.677070314737634,-12.400756034144663,-45.955313337671754
38.83331800321096,-12.851957927841102,-49.45659761524357
38.988587809338114,-13.300920277593393,-52.954584024563474
39.142782022219826,-13.747657870062708,-56.44883752614615
39.295804817912796,-14.192167433679739,-59.93898232040618
39.44756242753756,-14.634426032706363,-63.424707198201816
39.5979633017809,-15.0743892736572,-66.90577090715509
39.74691827150454,-15.511989303607077,-70.38200752878774
39.89434070417799,-15.947132578004119,-73.85333185923302
40.04014665586154,-16.37969737356487,-77.31974478353072
40.18425501847239,-16.809531019659126,-80.78133863012361
40.32658766207589,-17.23644681932469,-84.2383024881032
40.46706957195181,-17.660220628715685,-87.6909274647965
40.605628980195874,-18.080587061436248,-91.13961185537255
40.742197491624836,-18.497235281908416,-94.58486618903487
40.87671020376507,-18.909804349765178,-98.02731810794232
41.00910582071342,-19.317878075369247,-101.46771702501873
41.13932676067106,-19.720979345100318,-104.9069384951132
41.267319256961656,-20.118563874236767,-108.34598822032012
41.393033452356185,-20.51001334535433,-111.7860055944776
41.516423486539665,-20.89462789151707,-115.22826667381425
41.63744757656556,-21.271617886566382,-118.67418644021465
41.7560680901574,-21.64009501005582,-122.12532020071448
41.87225161172849,-21.999062562468275,-125.58336394162755
41.985969001004214,-22.34740501806566,-129.05015342857007
42.09719544414403,-22.683876818969377,-132.52766181508207
42.205910497273344,-23.007090435919725,-136.01799549357773
42.312098122349035,-23.315503749824078,-139.5233878943952
42.41574671529556,-23.60740684502255,-143.04619091383287
42.516849126362544,-23.8809083516157,-146.58886363304538
